index|name|tenCen|twoCen|threeCen|fourCen|fiveCen|sixCen|womanRatio|manRatio|gubun|score|visitCount|blogCount
317|박재성의 메밀숯불닭갈비|25.00000000000001|94.61449999999996|84.49449999999995|75.96149999999999|64.34199999999998|25.00000000000001|46|54|닭갈비|4.9|725|221
318|본화로|25.00000000000001|98.76949999999998|88.76349999999996|66.80499999999998|44.87499999999998|25.00000000000001|44|56|육류,고기요리|4.68|463|661
319|부뚜막|22.406117647058828|47.99694117647059|42.57082352941177|37.875529411764695|34.27435294117645|32.33576470588234|41|59|육류,고기요리|4.54|450|1233
320|사생활|11.764705882352953|49.84917647058823|42.03952941176471|32.44658823529411|25.360941176470583|18.99882352941175|55|45|카페,디저트|4.75|1596|441
321|삼삼당|22.075058823529407|52.17741176470588|42.77176470588236|37.31552941176471|28.89858823529412|27.459529411764706|42|58|돼지고기구이|4.96|1620|927
322|삼촌네|14.249647058823523|42.9755294117647|47.763058823529406|41.71576470588235|25.17482352941176|28.43200000000001|51|49|순대,순댓국|4.48|653|788
323|생각보다맛있는집 신림점|41.96599999999999|91.07599999999996|87.16099999999996|81.26899999999996|75.981|77.64999999999998|50|50|칼국수,만두|4.37|1164|177
324|서울갈비 신림점|11.764705882352953|50.85576470588236|46.61670588235293|34.65058823529411|26.115294117647064|25.672941176470594|45|55|한식|4.44|1168|753
325|서울뼛국|25.00000000000001|95.95649999999996|87.04499999999994|69.36599999999996|50.774499999999975|25.00000000000001|43|57|해장국|4.45|357|171
326|솟대막걸리 양조장|25.00000000000001|97.17399999999996|84.6295|69.06149999999998|59.56749999999997|56.96899999999997|47|53|전통,민속주점|4.4|124|184
327|스턱|25.00000000000001|82.25549999999996|85.77649999999994|76.568|64.09999999999997|67.045|46|54|카페,디저트|4.31|45|30
328|신림춘천집 본점|27.50099999999989|98.44099999999992|66.56799999999997|45.43399999999988|31.023999999999948|23.26799999999996|47|53|닭갈비|4.5|1111|328
329|신림황소곱창|3.537999999999978|30.36999999999998|19.69457142857141|12.266285714285676|3.0951428571428203|2.8977142857142497|48|52|곱창,막창,양|4.35|245|484
330|신촌황소곱창 신림직영점|11.764705882352953|47.910588235294114|40.026117647058825|30.72376470588236|21.99741176470589|11.764705882352953|49|51|곱창,막창,양|4.31|410|484
331|신텐|3.793428571428535|35.98628571428571|22.29914285714282|16.980285714285685|13.176285714285704|9.383428571428553|45|55|일식당|4.59|397|79
332|아리차이|30.567500000000013|92.0075|92.66799999999994|87.23749999999998|80.37999999999998|78.98399999999998|45|55|중식당|4.36|1634|643
333|연하남|11.764705882352953|47.10917647058823|36.44352941176472|24.57341176470588|17.58070588235293|11.764705882352953|52|48|일식당|4.81|124|107
334|온정돈까스 본점|53.63766666666663|81.42166666666664|69.93799999999996|54.00666666666666|37.04399999999997|34.64299999999999|37|63|돈가스|4.22|737|707
335|원조부안집 신대방점|25.00000000000001|99.69899999999996|86.98499999999994|65.87599999999996|46.75699999999998|25.00000000000001|46|54|돼지고기구이|4.75|827|516
336|은행골 본점신관|27.50099999999989|98.44099999999992|66.56799999999997|45.43399999999988|31.023999999999948|23.26799999999996|47|53|초밥,롤|4.39|1678|1361
337|일품|25.00000000000001|99.94149999999998|88.21999999999998|63.98599999999996|46.39649999999999|25.00000000000001|44|56|돼지고기구이|4.41|433|830
338|전주익산|25.00000000000001|92.26649999999994|98.69949999999996|84.67699999999996|59.9835|75.848|49|51|순대,순댓국|4.57|854|1913
339|중화요리 팔공|26.28599999999997|93.60549999999998|98.52949999999996|95.20749999999995|88.43299999999995|77.41699999999999|38|62|중식당|4.43|694|353
340|진화로|11.764705882352953|48.760235294117656|40.54870588235295|34.6835294117647|15.7844705882353|11.764705882352953|45|55|이자카야|4.62|293|258
341|천미미|25.00000000000001|84.38549999999996|94.46749999999994|88.58299999999998|77.6375|71.958|43|57|중식당|4.69|1353|276
345|춘천골 숯불 닭갈비|24.67341176470588|49.893176470588216|36.53176470588234|24.70141176470588|15.608|11.764705882352953|56|44|닭갈비|4.52|497|344
346|카츠 오도|50.729999999999954|96.8105|89.05299999999995|75.20049999999998|63.060999999999936|61.033499999999975|46|54|일식당|4.82|589|257
347|카페신림|34.01999999999999|47.97152941176471|36.12117647058823|25.79717647058824|17.955764705882363|11.764705882352953|54|46|카페,디저트|4.51|239|47
348|포크벨리|25.00000000000001|82.25549999999996|85.77649999999994|76.568|64.09999999999997|67.045|46|54|육류,고기요리|4.31|15|22
349|폼앤노말|30.614823529411773|51.8981176470588|39.00258823529412|22.82988235294117|16.58211764705883|16.204705882352936|57|43|카페,디저트|4.44|347|600
350|하와이조개 신림본점|11.764705882352953|47.83058823529412|45.51294117647058|36.04352941176471|25.263294117647067|23.382352941176464|44|56|조개요리|4.74|695|160
351|강남곱창이야기신림점|25.00000000000001|99.82949999999998|82.12799999999996|64.0395|43.85549999999998|25.00000000000001|52|48|곱창,막창,양|4.55|482|291
352|고기싸롱 신대방역점|77.03399999999996|93.38949999999998|80.22749999999998|76.73349999999998|60.23049999999998|51.75399999999998|44|56|육류,고기요리|4.7|2425|163
353|고래가주 신림점|11.764705882352953|51.048|40.66682352941177|27.183764705882364|19.55482352941176|20.91176470588236|44|56|이자카야|4.55|158|138
354|고모네 식당|25.00000000000001|93.44999999999996|82.11249999999995|77.59349999999996|76.68449999999997|25.00000000000001|45|55|육류,고기요리|4.36|710|391
355|구루메키친|11.764705882352953|48.88729411764706|41.55764705882353|25.814352941176463|15.007999999999988|11.764705882352953|47|53|이자카야|4.68|101|174
356|김영자나주곰탕 본점|25.00000000000001|74.85999999999996|84.83999999999999|88.80349999999994|79.54499999999996|83.08199999999997|41|59|곰탕,설렁탕|4.44|241|104
357|꼬꼬아찌숯불치킨 신림점|91.64449999999998|98.71899999999997|76.666|55.09349999999999|25.00000000000001|25.00000000000001|51|49|치킨,닭강정|4.37|206|117
358|꿈당|25.00000000000001|95.218|84.75149999999995|62.319999999999965|25.00000000000001|25.00000000000001|47|53|요리주점|4.56|159|175
359|노란집|25.00000000000001|98.86999999999998|86.51549999999999|72.88149999999996|49.69749999999999|25.00000000000001|59|41|브런치|4.48|25|101
360|대원갈비|25.00000000000001|90.82899999999997|88.76699999999995|83.44549999999997|68.59549999999996|69.78349999999998|44|56|육류,고기요리|4.32|309|223
361|동학|11.764705882352953|49.440941176470574|36.34941176470588|29.17505882352942|23.65788235294118|11.764705882352953|46|54|요리주점|4.22|68|72
362|라공방 신림점|45.63341176470587|48.434823529411766|35.17129411764706|30.40117647058824|21.77129411764707|19.57905882352942|55|45|중식당|4.41|2374|378
363|린생사진관 신림역점|28.608941176470594|49.07905882352942|32.45317647058823|25.69435294117647|20.50211764705883|11.764705882352953|50|50|요리주점|4.39|147|93
364|마뇨떡볶이|49.33082352941175|46.40894117647059|39.028000000000006|38.519764705882345|23.62541176470589|18.87811764705881|48|52|종합분식|4.45|972|347
365|마티스커피|39.22917647058823|49.57929411764705|39.13976470588236|29.8195294117647|21.001647058823533|16.95670588235293|53|47|브런치|4.75|1268|172
366|미가할매집|11.764705882352953|38.34423529411764|43.22870588235295|42.707058823529415|44.33223529411765|47.75011764705881|48|52|육류,고기요리|4.38|1624|284
367|미나리생삼겹|11.764705882352953|48.1390588235294|42.409411764705865|33.568|25.96847058823528|22.832|47|53|돼지고기구이|4.42|293|315
368|미남포차|11.764705882352953|47.66564705882351|40.44329411764706|29.52988235294117|18.386117647058825|11.764705882352953|47|53|포장마차|4.65|346|170
369|발루토|37.47694117647058|50.06447058823529|35.839764705882345|25.847294117647063|19.155999999999988|12.879764705882346|61|39|카페,디저트|4.46|484|413
370|방앗간|11.764705882352953|47.48399999999999|36.27717647058824|25.681647058823525|19.112000000000005|11.764705882352953|59|41|카페,디저트|4.61|351|141
371|복돈이생고기|11.764705882352953|47.58894117647059|38.294588235294114|24.070117647058822|11.764705882352953|11.764705882352953|50|50|돼지고기구이|4.68|81|63
372|부추삼겹살딱이야|11.764705882352953|48.30423529411763|38.86635294117648|28.71905882352942|21.886352941176472|11.764705882352953|47|53|돼지고기구이|4.55|290|377
373|상군이네고깃집|25.00000000000001|94.00449999999996|81.52599999999997|68.99199999999998|49.152999999999984|25.00000000000001|42|58|돼지고기구이|4.13|84|99
374|생생조개|25.00000000000001|93.23049999999996|89.13599999999995|80.23249999999996|60.2535|59.5955|47|53|조개요리|4.45|449|244
375|서우얼큰칼국수|11.764705882352953|50.164235294117645|36.63152941176471|25.79435294117647|17.22823529411763|11.764705882352953|48|52|칼국수,만두|4.24|297|102
376|서울집 신림직영점|11.764705882352953|51.048|40.66682352941177|27.183764705882364|19.55482352941176|20.91176470588236|44|56|소고기구이|4.52|402|296
377|술이남|11.764705882352953|50.39035294117647|37.12423529411764|20.96823529411765|11.832941176470571|11.764705882352953|52|48|요리주점|4.56|207|224
378|스시나마|13.548857142857129|33.37285714285713|20.54885714285712|19.117714285714246|10.330571428571396|5.831428571428551|48|52|초밥,롤|4.39|649|251
379|스시노칸도 타임스트림점|31.70964705882354|48.80729411764706|39.54776470588234|34.05741176470588|24.73552941176472|11.764705882352953|52|48|초밥,롤|4.38|330|78
380|시티버거 신림점|25.00000000000001|95.69549999999995|82.892|61.20799999999996|25.00000000000001|25.00000000000001|47|53|햄버거|4.5|67|83
381|신림다락|25.00000000000001|98.40849999999998|77.36349999999995|50.68499999999996|25.00000000000001|25.00000000000001|55|45|카페|4.55|37|17
382|신림역전|11.764705882352953|47.96117647058823|38.72729411764706|30.307999999999986|22.87341176470587|23.663999999999994|46|54|전,빈대떡|4.52|142|60
383|엽전식당 본점|25.00000000000001|94.89799999999995|86.53699999999994|71.57299999999998|77.1625|25.00000000000001|48|52|한식|4.6|211|79
384|오프 OFF|11.764705882352953|51.5301176470588|37.707058823529415|16.558588235294128|11.764705882352953|11.764705882352953|47|53|요리주점|4.47|53|31
385|오하운 크레페 샌드위치 신림점|20.05082352941175|48.14611764705884|37.64470588235293|22.371058823529403|11.764705882352953|11.764705882352953|62|38|샌드위치|4.44|237|69
386|왕주먹|25.00000000000001|95.218|84.75149999999995|62.319999999999965|25.00000000000001|25.00000000000001|47|53|돼지고기구이|4.6|203|235
387|우리 여기서만나|25.00000000000001|99.90999999999995|80.80949999999996|43.75250000000001|25.00000000000001|25.00000000000001|50|50|요리주점|4.81|90|38
388|전라도시네마|25.00000000000001|86.87449999999998|97.64199999999995|84.35599999999995|57.188999999999965|54.03649999999997|50|50|순대,순댓국|4.72|719|1017
389|제주탐하리 신림점|25.00000000000001|97.8065|87.16849999999995|54.893|25.00000000000001|25.00000000000001|48|52|육류,고기요리|4.62|207|163
390|짬뽕갑 본점|25.00000000000001|93.92699999999996|88.69049999999997|82.87099999999995|57.1765|25.00000000000001|44|56|중식당|4.39|232|225
391|쩐호우 양꼬치&샤브샤브|29.211058823529413|47.83129411764705|37.27552941176471|25.545882352941184|21.6049411764706|11.764705882352953|44|56|양꼬치|4.63|309|252
392|찰리삼촌 포장마차|11.764705882352953|50.164235294117645|36.63152941176471|25.79435294117647|17.22823529411763|11.764705882352953|48|52|맥주,호프|4.66|290|162
393|캠핑키친|25.00000000000001|98.61649999999996|85.46399999999996|73.1295|49.67500000000001|49.3945|47|53|한식|4.66|117|95
394|쿠버타코 다이닝|25.00000000000001|98.7275|82.88799999999999|67.44149999999996|61.5315|44.67049999999998|50|50|멕시코,남미음식|4.54|268|79
395|한우마당 구로점|25.00000000000001|84.38549999999996|94.46749999999994|88.58299999999998|77.6375|71.958|43|57|소고기구이|4.47|389|262
396|함지박치즈등갈비 신림본점|47.07299999999993|97.70899999999996|62.58299999999996|59.45399999999991|36.31299999999993|35.65799999999986|47|53|육류,고기요리|4.47|283|432
397|행복한 조개 맛집|25.00000000000001|87.48699999999995|86.89449999999995|77.20649999999999|56.70899999999999|54.1845|47|53|조개요리|4.32|180|49
398|혼맛스시|39.22917647058823|49.57929411764705|39.13976470588236|29.8195294117647|21.001647058823533|16.95670588235293|53|47|초밥,롤|4.6|109|87
399|똥개네퓨전포차|48.719|83.31249999999999|90.98349999999996|83.52799999999996|59.66749999999996|56.34899999999996|48|52|포장마차|4.46|238|175
400|레드제플린|25.00000000000001|96.40249999999996|83.92299999999999|68.90499999999997|53.7965|25.00000000000001|51|49|바(BAR)|4.41|30|42
401|만끽|25.00000000000001|96.40249999999996|83.92299999999999|68.90499999999997|53.7965|25.00000000000001|51|49|요리주점|4.79|104|21
402|맥도날드 신림점|67.71799999999998|96.04749999999996|84.75449999999998|69.5025|25.00000000000001|25.00000000000001|52|48|햄버거|4.4|4313|156
403|미자네|48.719|83.31249999999999|90.98349999999996|83.52799999999996|59.66749999999996|56.34899999999996|48|52|순대,순댓국|4.48|339|763
404|버거앤프라이즈 신대방역점|67.261|96.80549999999997|84.12799999999994|68.32749999999996|44.85749999999998|25.00000000000001|51|49|햄버거|4.47|365|262
405|북경반점|25.00000000000001|87.87949999999996|84.15449999999998|80.006|61.41049999999996|25.00000000000001|40|60|중식당|4.15|396|95
406|싸다김밥 신림역점|25.00000000000001|96.40249999999996|83.92299999999999|68.90499999999997|53.7965|25.00000000000001|51|49|종합분식|4.29|1129|29
407|씬챠호|25.00000000000001|86.43399999999998|81.00349999999999|82.1445|68.85749999999999|25.00000000000001|43|57|베트남음식|4.43|318|79
408|지기네불닭발 본점|25.00000000000001|96.40249999999996|83.92299999999999|68.90499999999997|53.7965|25.00000000000001|51|49|닭발|4.57|197|355
409|푸짐한식당|48.719|83.31249999999999|90.98349999999996|83.52799999999996|59.66749999999996|56.34899999999996|48|52|한식|4.48|176|62
410|홍미닭발|25.00000000000001|96.40249999999996|83.92299999999999|68.90499999999997|53.7965|25.00000000000001|51|49|닭발|4.29|273|81
411|황해도빈대떡|25.00000000000001|86.43399999999998|81.00349999999999|82.1445|68.85749999999999|25.00000000000001|43|57|전,빈대떡|4.43|65|43
412|구움동|25.00000000000001|95.882|83.78749999999998|69.18849999999996|25.00000000000001|25.00000000000001|48|52|카페,디저트|4.84|206|35
413|긴자료코 신림점|25.00000000000001|96.28599999999994|85.22549999999998|64.22699999999996|41.03250000000001|25.00000000000001|47|53|돈가스|4.34|193|50
414|까페달달스콘|25.00000000000001|94.75599999999996|80.649|83.50949999999997|47.82849999999998|25.00000000000001|58|42|카페,디저트|4.56|648|83
415|남도|25.00000000000001|99.70899999999996|81.59799999999998|59.66799999999998|37.111|25.00000000000001|52|48|한식|4.51|85|119
416|낭풍김치찌개|25.00000000000001|95.882|83.78749999999998|69.18849999999996|25.00000000000001|25.00000000000001|48|52|찌개,전골|4.41|201|102
417|낮부엉이|46.04447058823529|48.83764705882352|29.7630588235294|25.4070588235294|11.764705882352953|11.764705882352953|54|46|맥주,호프|4.41|161|133
418|니뽕내뽕 신림점|93.94249999999997|95.97699999999996|69.70849999999999|61.8365|25.00000000000001|25.00000000000001|55|45|중식당|4.37|522|153
419|달꼬미|25.00000000000001|95.882|83.78749999999998|69.18849999999996|25.00000000000001|25.00000000000001|48|52|요리주점|4.38|40|33
420|대홍샤브샤브|25.00000000000001|93.61099999999996|80.64249999999998|65.62549999999999|46.37049999999997|25.00000000000001|51|49|중식당|4.48|100|70
421|더빈마켓|25.00000000000001|90.15349999999997|89.47349999999994|63.75049999999997|25.00000000000001|25.00000000000001|54|46|카페,디저트|4.6|412|108
422|두끼 신림역점|25.00000000000001|94.75599999999996|80.649|83.50949999999997|47.82849999999998|25.00000000000001|58|42|분식|4.41|287|160
423|두둑한샤브칼국수 신림점|46.04447058823529|48.83764705882352|29.7630588235294|25.4070588235294|11.764705882352953|11.764705882352953|54|46|샤브샤브|4.46|557|101
424|루체에살레|25.00000000000001|95.882|83.78749999999998|69.18849999999996|25.00000000000001|25.00000000000001|48|52|스파게티,파스타전문|4.73|142|80
425|만리성|11.764705882352953|51.3|23.487294117647068|19.7889411764706|16.945411764705888|11.764705882352953|53|47|중식당|4.11|203|17
426|메밀쟁이|46.04447058823529|48.83764705882352|29.7630588235294|25.4070588235294|11.764705882352953|11.764705882352953|54|46|막국수|4.48|91|21
427|명태어장 난곡점|25.00000000000001|54.00599999999998|80.79699999999998|88.90249999999996|81.12449999999997|83.14349999999996|50|50|해물,생선요리|4.4|370|41
428|모녀|25.00000000000001|99.51449999999996|82.42249999999999|51.05449999999998|42.10799999999996|25.00000000000001|48|52|한식|4.31|46|33
429|밀리언버거|25.00000000000001|95.882|83.78749999999998|69.18849999999996|25.00000000000001|25.00000000000001|48|52|햄버거|4.39|419|115
430|배스킨라빈스 신림남부점|46.04447058823529|48.83764705882352|29.7630588235294|25.4070588235294|11.764705882352953|11.764705882352953|54|46|아이스크림|4.36|1691|13
431|백년불고기물갈비 신림점|25.00000000000001|95.882|83.78749999999998|69.18849999999996|25.00000000000001|25.00000000000001|48|52|육류,고기요리|4.6|230|153
432|봉용파절이삼겹살|25.00000000000001|99.51449999999996|82.42249999999999|51.05449999999998|42.10799999999996|25.00000000000001|48|52|한식|4.07|157|165
433|불꽃닭강정|25.00000000000001|95.882|83.78749999999998|69.18849999999996|25.00000000000001|25.00000000000001|48|52|치킨,닭강정|4.38|606|58
434|불티나는 전집|25.00000000000001|91.29399999999995|81.04949999999998|74.73899999999998|57.15499999999999|25.00000000000001|45|55|전,빈대떡|4.28|46|10
435|사이공본가 신림점|25.00000000000001|92.612|83.09899999999996|73.57099999999997|67.91|25.00000000000001|52|48|베트남음식|4.33|505|174
436|산촌신쭈꾸미 서울대점|93.94249999999997|95.97699999999996|69.70849999999999|61.8365|25.00000000000001|25.00000000000001|55|45|주꾸미요리|4.32|606|64
437|서울대학교 호암교수회관|25.00000000000001|90.15349999999997|89.47349999999994|63.75049999999997|25.00000000000001|25.00000000000001|54|46|한식|4.67|57|16
438|설빙 신림점|25.00000000000001|94.75599999999996|80.649|83.50949999999997|47.82849999999998|25.00000000000001|58|42|빙수|4.4|1640|270
439|소보로|25.00000000000001|82.30249999999998|77.4575|79.59049999999999|88.28399999999993|25.00000000000001|50|50|베이커리|4.58|288|111
440|속에천불청송얼음막걸리 신대방점|25.00000000000001|95.882|83.78749999999998|69.18849999999996|25.00000000000001|25.00000000000001|48|52|전통,민속주점|4.33|35|24
441|수해복마라탕 서울대점|91.65149999999996|97.40999999999995|69.24599999999995|62.04799999999997|54.5745|25.00000000000001|54|46|중식당|4.6|303|70
442|숯총각꼼장어닭발 신림점|25.00000000000001|90.63399999999996|83.47599999999996|74.375|53.831|25.00000000000001|47|53|닭발|4.57|93|120
443|스시락|25.00000000000001|82.30249999999998|77.4575|79.59049999999999|88.28399999999993|25.00000000000001|50|50|초밥,롤|4.31|303|180
444|스타벅스 신림타임스트림점|73.43799999999999|97.716|87.70749999999995|71.76549999999996|45.62149999999996|39.631000000000014|60|40|카페|4.48|5487|153
445|시골장칼국수|25.00000000000001|95.8645|80.89949999999999|75.88199999999998|65.98399999999997|62.209999999999965|44|56|칼국수,만두|4.48|147|53
446|신림동 피자집|25.00000000000001|90.63399999999996|83.47599999999996|74.375|53.831|25.00000000000001|47|53|피자|4.8|135|56
447|애견동반식당 사랑봄|36.81105882352941|47.24447058823529|39.79905882352941|31.94588235294116|25.15952941176471|17.837411764705884|52|48|양식|4.91|477|59
448|양평동 장군집 신림역점|25.00000000000001|92.612|83.09899999999996|73.57099999999997|67.91|25.00000000000001|52|48|육류,고기요리|4.33|73|89
449|어사출또 신림역점|25.00000000000001|95.8645|80.89949999999999|75.88199999999998|65.98399999999997|62.209999999999965|44|56|생선회|4.41|358|153
450|옛마을 구로디지털역점|25.00000000000001|90.15349999999997|89.47349999999994|63.75049999999997|25.00000000000001|25.00000000000001|54|46|한식|4.51|403|98
451|와인어클락 신림점|25.00000000000001|99.70899999999996|81.59799999999998|59.66799999999998|37.111|25.00000000000001|52|48|와인|4.52|163|89
452|우리집팔당닭발 신림점|25.00000000000001|90.15349999999997|89.47349999999994|63.75049999999997|25.00000000000001|25.00000000000001|54|46|닭발|4.67|172|146
453|유가네닭갈비 신림점|25.00000000000001|94.84049999999996|81.53549999999996|68.0525|48.24549999999998|25.00000000000001|50|50|닭갈비|4.49|737|162
454|지구상사 신림점|11.764705882352953|51.3|23.487294117647068|19.7889411764706|16.945411764705888|11.764705882352953|53|47|요리주점|4.48|72|17
455|지리산삼계탕|25.00000000000001|86.06599999999995|83.7995|80.59999999999998|73.32049999999998|78.71099999999996|46|54|백숙,삼계탕|4.41|174|328
457|카페 수베 SUBE|93.94249999999997|95.97699999999996|69.70849999999999|61.8365|25.00000000000001|25.00000000000001|55|45|카페|4.82|135|76
458|카페드발렌느|25.00000000000001|95.882|83.78749999999998|69.18849999999996|25.00000000000001|25.00000000000001|48|52|카페|4.75|32|78
459|한마음정육식당 서울 신림점|25.00000000000001|84.16549999999997|85.68399999999995|77.9305|58.51399999999999|25.00000000000001|45|55|정육식당|4.51|183|115
460|홍콩반점0410 신림역점|70.72599999999998|95.6135|82.30399999999996|73.195|56.01049999999999|25.00000000000001|46|54|중식당|4.4|707|199
461|흥부보쌈|25.00000000000001|92.612|83.09899999999996|73.57099999999997|67.91|25.00000000000001|52|48|족발,보쌈|4.22|189|166
462|강남면옥 본점|30.110499999999973|83.35399999999996|92.76749999999996|90.78649999999996|81.76349999999996|85.98749999999995|47|53|냉면|4.28|649|1216
463|까폼|30.49033333333332|81.23966666666666|72.14766666666668|55.33666666666666|41.467333333333336|36.027999999999984|55|45|태국음식|4.52|1228|1405
465|뉴만두집|23.54533333333334|69.31299999999997|74.35799999999999|74.55033333333334|76.34999999999998|67.63466666666665|55|45|만두|4.36|694|958
466|뉴욕라츠오베이글스|32.32823529411763|52.90258823529411|44.84494117647056|37.52117647058821|30.59341176470585|24.76941176470585|63|37|베이글|4.53|543|1324
467|다운타우너 청담|61.06099999999999|89.8653333333333|65.70866666666666|45.045|36.11366666666667|31.17999999999998|54|46|햄버거|4.61|2813|3039
468|다이닝 목로|11.764705882352953|52.23764705882353|41.523294117647055|30.95364705882353|16.893176470588227|11.764705882352953|61|39|요리주점|4.65|546|388
469|달래해장|6.190666666666677|68.96266666666664|77.41766666666668|69.70399999999998|54.838666666666654|45.349|39|61|한식|4.43|207|289
470|달마시안|44.616666666666646|86.6523333333333|74.553|63.77166666666665|48.00933333333332|33.56599999999996|72|28|양식|4.46|924|662
471|대막|32.92799999999999|82.738|63.579666666666654|41.72866666666667|35.72566666666665|28.849666666666657|58|42|일식당|4.43|1435|844
472|도산맘마미아|61.02066666666664|79.52533333333332|60.00333333333333|50.41266666666665|40.21099999999999|33.111333333333334|67|33|카페,디저트|4.36|2408|2086
473|도산분식 도산공원점|70.531|82.64366666666666|56.38266666666665|45.73033333333331|33.64666666666667|26.26133333333332|60|40|종합분식|4.23|1665|1078
475|르브런쉭 신사점|27.7649411764706|52.17082352941176|44.03717647058824|37.14094117647059|28.14023529411765|21.36094117647058|62|38|브런치|4.34|805|625
476|리틀넥 청담|22.58066666666666|46.70444444444441|24.72622222222221|23.63911111111109|26.072444444444432|14.849777777777753|55|45|이탈리아음식|4.5|3280|2087
477|마일스톤 커피|28.769000000000005|77.773|66.43266666666665|45.39300000000001|30.27299999999999|25.91200000000001|65|35|카페|4.62|1325|1520
478|무탄|36.62766666666662|84.19399999999997|77.07633333333332|66.7173333333333|62.16766666666663|54.06399999999998|48|52|중식당|4.36|1299|1630
479|묵전|13.69566666666666|87.48433333333334|69.11766666666665|55.66133333333333|49.65699999999998|38.38999999999999|53|47|전통,민속주점|4.45|744|697
480|미미면가|6.00485714285713|36.16199999999996|23.62485714285713|13.835428571428546|9.0665714285714|4.249142857142825|54|46|일식당|4.27|1853|1396
481|뱃고동|15.728705882352935|42.80376470588234|49.52235294117648|50.451999999999984|37.75199999999999|31.3169411764706|57|43|낙지요리|4.28|1468|2156
482|벽돌해피푸드 압구정점|43.44733333333332|92.06333333333332|59.10566666666664|36.22499999999999|30.50433333333332|25.11133333333333|59|41|중식당|4.46|700|521
483|브루클린더버거조인트 가로수길점|26.35505882352941|52.1449411764706|46.20705882352941|37.86917647058823|30.98211764705881|22.172705882352947|62|38|햄버거|4.48|2479|1769
484|삼원가든|17.269666666666662|47.702666666666666|71.92233333333333|76.54666666666664|69.45666666666668|74.273|48|52|한식|4.45|429|477
485|샌드커피 논탄토 신사|38.440333333333335|86.69999999999999|65.249|48.56366666666666|38.619666666666674|28.97333333333333|58|42|카페|4.47|763|617
486|선데이 버거 클럽|5.095714285714267|31.14628571428568|23.73685714285712|18.40342857142855|11.475142857142844|8.391428571428543|50|50|햄버거|4.53|565|622
487|신사전|17.208333333333343|82.14499999999998|58.47666666666665|46.754333333333335|36.17866666666665|28.399333333333328|55|45|전,빈대떡|4.31|394|520
488|아베크 청담|61.06099999999999|89.8653333333333|65.70866666666666|45.045|36.11366666666667|31.17999999999998|54|46|양식|4.39|589|412
489|아우어베이커리 가로수길점|64.38499999999998|94.3723333333333|64.10266666666666|54.211|45.99233333333333|30.559666666666647|65|35|베이커리|4.46|1832|3078
490|안동국시|12.756470588235295|35.52235294117648|45.01929411764704|47.27623529411764|43.92705882352941|42.526588235294106|43|57|국수|4.26|84|145
491|압구정하루|18.214999999999986|75.07049999999995|64.14399999999999|52.86849999999994|45.47099999999994|36.55499999999996|53|47|일식당|4.36|1537|2079
492|오스테리아 꼬또 압구정점|21.538588235294124|49.59317647058824|49.24305882352941|38.27811764705882|33.34399999999999|30.568470588235297|62|38|이탈리아음식|4.43|1169|1121
493|온기정|22.58066666666666|46.70444444444441|24.72622222222221|23.63911111111109|26.072444444444432|14.849777777777753|55|45|일식당|4.3|949|1337
494|올리버|19.984|49.32847058823529|41.88658823529411|26.276470588235284|23.13341176470588|19.12988235294117|52|48|일식당|4.62|35|45
495|우와|50.40700000000001|85.65066666666664|56.994666666666674|35.71833333333333|29.30633333333332|23.09900000000001|59|41|일식당|4.48|1221|870
499|지아니스나폴리 가로수길점|16.439142857142844|39.3445714285714|26.295142857142835|20.09028571428569|15.42171428571426|10.712285714285684|54|46|이탈리아음식|4.35|779|348
500|쮸즈|39.21566666666662|83.32199999999999|67.46366666666664|52.476999999999975|45.29966666666664|35.94633333333331|58|42|딤섬,중식만두|4.38|2087|1421
501|카멜커피|31.60899999999999|83.42566666666664|79.83533333333332|67.87533333333332|45.878|31.214|64|36|카페,디저트|4.43|1087|1582
502|카이센동 우니도|43.60199999999996|84.34166666666667|63.193|49.298666666666655|42.25233333333331|35.35833333333331|52|48|일식당|4.84|236|380
503|카츠바이콘반|39.88399999999999|77.667|62.60566666666666|40.30533333333334|32.40366666666667|29.653|45|55|일식당|4.58|1124|1081
504|카페 노티드 청담|22.58066666666666|46.70444444444441|24.72622222222221|23.63911111111109|26.072444444444432|14.849777777777753|55|45|카페|4.44|5692|15152
505|카페무니 압구정본점|35.50933333333332|48.63266666666665|32.55799999999999|27.771555555555526|20.81799999999998|5.484888888888861|75|25|카페,디저트|4.36|441|229
506|콴안다오|23.34847058823528|50.11764705882351|43.44517647058822|37.66917647058822|27.54705882352942|24.243058823529417|57|43|베트남음식|4.52|1170|1358
507|클랩피자 청담점|49.628|76.51199999999999|63.47799999999999|49.67533333333332|35.59133333333334|28.15066666666665|54|46|피자|4.52|1275|2428
508|텍사스데브라질 압구정점|4.555999999999973|37.6665714285714|29.166285714285685|23.882857142857127|17.23885714285713|9.281428571428537|39|61|스테이크,립|4.33|619|3399
509|파넬|26.35505882352941|52.1449411764706|46.20705882352941|37.86917647058823|30.98211764705881|22.172705882352947|62|38|양식|4.17|847|875
510|포스터리 베이커|33.96633333333332|83.62899999999998|69.23199999999999|50.60566666666665|31.65999999999997|26.44933333333332|74|26|케이크전문|4.36|245|267
511|플레이버스 바이 바프|25.00000000000001|88.18549999999999|89.98899999999995|82.633|57.490499999999976|38.76099999999998|62|38|양식|4.62|57|47
