index|name|tenCen|twoCen|threeCen|fourCen|fiveCen|sixCen|womanRatio|manRatio|gubun|score|visitCount|blogCount
189|최가커피|11.764705882352953|48.55364705882352|35.47764705882353|27.70447058823528|18.692|11.764705882352953|48|52|카페|4.5|849|732
190|카페드라이|36.29647058823528|49.62541176470587|32.542352941176475|19.66352941176471|14.386823529411757|11.764705882352953|61|39|카페,디저트|4.53|258|340
191|쿵푸소룽샤&마라룽샤|71.56649999999996|91.77099999999996|83.253|85.65199999999997|68.56649999999995|25.00000000000001|46|54|중식당|4.64|330|658
192|평창 닭다리살 불고기|25.00000000000001|97.83699999999996|85.03249999999997|65.51449999999996|48.7075|25.00000000000001|41|59|육류,고기요리|4.43|300|134
193|포크포크 건대직영점|32.13529411764706|47.6910588235294|36.47717647058825|31.37364705882352|24.63717647058824|23.20870588235293|47|53|돈가스|4.53|536|222
194|한사바리|25.00000000000001|98.90549999999996|98.39999999999996|25.00000000000001|25.00000000000001|25.00000000000001|38|62|요리주점|4.57|119|62
195|해란양꼬치|35.72564705882353|49.62282352941176|31.330117647058813|25.21576470588236|21.248705882352944|21.75882352941176|50|50|중식당|4.73|220|463
196|호우시절|25.00000000000001|91.87599999999998|86.93549999999996|74.04449999999999|25.00000000000001|25.00000000000001|50|50|요리주점|4.59|54|85
197|화양과자|35.88447058823529|49.02399999999999|34.55058823529411|26.50164705882352|15.40823529411765|11.764705882352953|60|40|카페,디저트|4.64|194|78
198|화양시장할머니순대국|25.00000000000001|92.27849999999997|86.30399999999996|80.15349999999997|66.962|73.97049999999997|42|58|순대,순댓국|4.29|575|139
199|훈춘양꼬치|71.56649999999996|91.77099999999996|83.253|85.65199999999997|68.56649999999995|25.00000000000001|46|54|양꼬치|4.64|133|123
200|CUCINA843|11.764705882352953|48.06235294117647|36.85764705882353|26.397411764705875|17.508941176470575|11.764705882352953|51|49|양식|4.59|74|150
201|가츠시 건대점|11.764705882352953|50.9905882352941|30.704705882352947|26.53576470588236|21.9630588235294|11.764705882352953|48|52|일식당|4.56|629|154
202|감성당|11.764705882352953|49.36682352941176|29.02964705882354|20.52729411764706|14.331529411764702|11.764705882352953|57|43|양식|4.4|206|253
203|건대족발|25.00000000000001|94.05799999999994|81.27349999999997|73.04399999999998|67.93299999999999|25.00000000000001|42|58|족발,보쌈|4.79|208|199
204|경양카츠 건대점|43.376705882352944|49.40494117647059|32.93529411764705|25.507058823529405|18.218117647058826|15.664705882352951|50|50|돈가스|4.44|389|175
205|고기야채|25.00000000000001|84.12049999999995|79.78149999999998|25.00000000000001|25.00000000000001|25.00000000000001|45|55|육류,고기요리|4.44|14|94
206|구구향훠궈 건대직영점|38.02352941176469|47.81364705882354|37.891764705882345|35.76164705882352|27.04447058823529|22.707999999999988|53|47|샤브샤브|5.0|282|90
207|그리네|44.62235294117646|52.29694117647057|27.900941176470585|18.94541176470588|15.002352941176476|11.764705882352953|63|37|카페,디저트|4.56|200|245
208|김밥천국 건대2호점|25.00000000000001|93.26499999999996|84.03899999999994|71.128|57.22749999999997|25.00000000000001|55|45|분식|4.46|288|31
209|능동샐러드|11.764705882352953|47.99623529411765|35.827764705882345|24.74917647058825|18.07905882352941|11.764705882352953|63|37|다이어트,샐러드|4.63|246|243
210|더이퀼리브리엄커피|25.00000000000001|96.15549999999998|80.52499999999999|67.49149999999996|47.833|25.00000000000001|57|43|카페|4.44|249|163
211|도단집별관|25.00000000000001|99.33549999999998|82.4245|64.40099999999997|48.688500000000005|25.00000000000001|45|55|육류,고기요리|4.57|85|59
212|동대문곱창|25.00000000000001|95.32449999999994|78.7145|71.34849999999996|55.66849999999999|25.00000000000001|54|46|곱창,막창,양|4.49|261|97
213|만원수산 건대점|14.688000000000006|49.11199999999999|37.74423529411765|31.80070588235293|25.68282352941177|23.9604705882353|46|54|생선회|4.66|212|171
214|매드쉐프 떡볶이|25.00000000000001|89.84699999999998|79.30549999999995|79.89549999999998|60.02249999999996|25.00000000000001|53|47|떡볶이|4.17|26|88
215|매화반점 본점|25.00000000000001|80.9885|84.89149999999998|85.4075|74.20049999999998|25.00000000000001|43|57|양꼬치|4.27|594|65
216|명륜진사갈비 자양점|25.00000000000001|83.46799999999995|76.40400000000001|80.35049999999997|25.00000000000001|25.00000000000001|45|55|육류,고기요리|4.31|485|44
217|모지니|36.36894117647059|49.050588235294114|31.00211764705881|11.764705882352953|11.764705882352953|11.764705882352953|63|37|카페,디저트|4.52|122|108
218|무지개맥주 건대점|11.764705882352953|49.96329411764705|33.17694117647058|22.568705882352948|17.938823529411756|11.764705882352953|49|51|맥주,호프|4.64|139|62
219|미친쭈꾸미|25.00000000000001|99.71499999999996|85.64099999999999|63.26949999999996|54.48649999999997|25.00000000000001|51|49|주꾸미요리|4.98|377|88
220|밍지 황먼지 찜닭|11.764705882352953|47.28117647058824|33.595058823529406|23.53082352941177|11.764705882352953|11.764705882352953|51|49|찜닭|4.78|51|98
221|보라젤라또|11.764705882352953|47.38352941176471|35.26964705882353|22.6870588235294|11.764705882352953|11.764705882352953|58|42|아이스크림|4.85|177|93
222|블랙아웃커피|11.764705882352953|49.96329411764705|33.17694117647058|22.568705882352948|17.938823529411756|11.764705882352953|49|51|카페,디저트|4.64|23|20
223|수완카페앤베이커리|41.01082352941176|50.90352941176469|32.22094117647059|24.083294117647043|20.834588235294124|11.764705882352953|61|39|카페,디저트|4.16|379|102
224|스시오 건대점|26.01828571428569|33.70114285714283|18.37599999999998|23.61485714285713|15.10742857142855|7.704285714285687|42|58|일식,초밥뷔페|4.18|1110|1743
225|스테이크어스 건대점|35.60823529411764|47.67529411764706|35.22917647058822|32.666352941176456|22.665882352941185|11.764705882352953|51|49|스테이크,립|4.47|703|167
226|시홍쓰|11.764705882352953|48.67105882352941|34.43435294117646|22.812705882352937|16.579529411764717|11.764705882352953|56|44|중식당|4.56|183|157
227|심야식당 하리|36.36894117647059|49.050588235294114|31.00211764705881|11.764705882352953|11.764705882352953|11.764705882352953|63|37|이자카야|4.59|70|58
228|아웃닭 건대점|25.00000000000001|73.50949999999999|92.23849999999996|91.36049999999996|64.39399999999999|25.00000000000001|47|53|치킨,닭강정|4.44|441|234
229|안동참찜닭 본점|25.00000000000001|86.53949999999996|82.27349999999998|83.46299999999998|70.2805|76.38549999999998|50|50|찜닭|4.44|337|249
230|안주나라|25.00000000000001|73.50949999999999|92.23849999999996|91.36049999999996|64.39399999999999|25.00000000000001|47|53|술집|4.48|67|118
231|역전할머니맥주 건대점|41.819764705882335|52.85199999999999|32.05435294117647|25.05435294117648|18.756705882352943|13.16258823529412|52|48|맥주,호프|4.36|623|133
232|예담밥상|25.00000000000001|86.61749999999998|84.30399999999996|84.73949999999999|88.60549999999996|89.18799999999996|49|51|한정식|4.66|205|120
233|왕십리정곱창|11.764705882352953|47.81764705882352|35.496|30.301882352941167|26.17388235294117|11.764705882352953|50|50|곱창,막창,양|4.46|288|176
234|유미카츠 건대점|38.72141176470588|49.445882352941176|36.98211764705883|30.91458823529412|22.69505882352942|20.31835294117647|47|53|돈가스|4.64|322|49
235|일레븐 라운지|11.764705882352953|51.93600000000001|31.692941176470583|22.362117647058817|14.33576470588234|11.764705882352953|52|48|바(BAR)|4.51|328|330
236|잇타이|43.376705882352944|49.40494117647059|32.93529411764705|25.507058823529405|18.218117647058826|15.664705882352951|50|50|태국음식|4.49|270|248
237|중경삼림|25.00000000000001|95.58349999999996|84.52999999999996|66.53599999999996|46.03449999999996|25.00000000000001|52|48|중식당|4.16|60|96
238|천지샤브샤브 2호점|44.5105882352941|49.615294117647046|30.044235294117648|24.653176470588228|20.093411764705863|11.764705882352953|59|41|샤브샤브|4.54|455|313
239|츠나토리|25.00000000000001|94.69549999999995|76.089|57.8385|61.30649999999997|25.00000000000001|46|54|일식당|4.17|18|6
240|카페22|25.00000000000001|86.61749999999998|84.30399999999996|84.73949999999999|88.60549999999996|89.18799999999996|49|51|카페|4.34|146|589
241|카페롱|11.764705882352953|48.98894117647059|33.94635294117646|20.80564705882352|13.83600000000001|11.764705882352953|55|45|카페,디저트|4.46|258|130
242|칸틴|25.00000000000001|94.58699999999996|84.17299999999996|66.31999999999996|40.80050000000001|25.00000000000001|60|40|다이어트,샐러드|4.17|27|44
243|탐앤탐스 탐스커버리 건대점|11.764705882352953|47.38352941176471|35.26964705882353|22.6870588235294|11.764705882352953|11.764705882352953|58|42|카페|4.36|2197|316
244|팬더스윗 건대점|79.26749999999997|98.94699999999996|72.99399999999999|78.30949999999996|40.36899999999998|25.00000000000001|62|38|브런치|4.46|197|148
245|퍼프타운 건대점|11.764705882352953|49.40447058823528|29.80211764705881|20.319764705882346|11.764705882352953|11.764705882352953|49|51|바(BAR)|4.16|40|65
246|포항막회|26.01828571428569|33.70114285714283|18.37599999999998|23.61485714285713|15.10742857142855|7.704285714285687|42|58|생선회|4.42|372|159
247|허씨 정통중경마라샹궈|63.92449999999997|99.45049999999996|79.338|60.04649999999998|25.00000000000001|25.00000000000001|53|47|중식당|4.58|328|330
248|홍야동양꼬치 훠궈무한리필|41.91482352941176|49.70070588235293|32.571058823529405|34.154588235294106|25.01929411764705|18.740470588235297|44|56|양꼬치|4.52|217|116
249|환원당|25.00000000000001|96.55499999999996|78.02949999999996|66.13749999999999|51.42899999999998|58.209999999999965|60|40|카페,디저트|4.63|719|136
250|MIXX LOUNGE BAR|16.66666666666668|75.00533333333333|45.36666666666666|30.274333333333324|22.271666666666647|16.66666666666668|47|53|바(BAR)|4.57|100|250
251|WALPA|29.34941176470589|51.3164705882353|32.09411764705881|24.993176470588235|18.791058823529408|11.764705882352953|49|51|요리주점|4.78|109|119
252|강경수참치|29.34941176470589|51.3164705882353|32.09411764705881|24.993176470588235|18.791058823529408|11.764705882352953|49|51|생선회|4.62|128|72
253|건대연어덮밥|42.06658823529412|51.06588235294116|28.98823529411764|19.892705882352928|16.224000000000004|11.764705882352953|52|48|일식당|4.39|256|94
254|고향산천 원조 숯불닭갈비|25.00000000000001|96.799|78.836|69.27499999999995|56.5955|25.00000000000001|47|53|닭갈비|4.42|173|122
255|굽네치킨 구의1동점|25.00000000000001|91.21099999999996|86.91699999999999|76.43100000000001|51.636999999999965|25.00000000000001|53|47|치킨,닭강정|4.38|147|15
256|끼니공방 건대|41.236|51.22258823529411|32.41623529411765|22.73882352941175|23.471999999999987|11.764705882352953|49|51|일식당|4.69|143|64
257|난바다스시|33.44282352941177|48.63482352941177|37.55976470588235|36.21552941176471|27.156705882352927|23.273176470588226|46|54|초밥,롤|4.42|669|69
258|노룬산분식|11.764705882352953|47.3764705882353|31.72141176470589|20.543294117647047|11.764705882352953|11.764705882352953|53|47|종합분식|4.24|142|170
259|다원식당|25.00000000000001|86.04249999999999|81.08749999999996|83.0345|81.25549999999996|88.99949999999997|50|50|와인|4.84|188|192
260|대곱창 건대점|11.764705882352953|47.60070588235294|36.2310588235294|28.44494117647058|23.50541176470589|11.764705882352953|50|50|곱창,막창,양|4.85|108|217
261|대동집 건대점|25.00000000000001|86.04249999999999|81.08749999999996|83.0345|81.25549999999996|88.99949999999997|50|50|요리주점|4.37|81|22
262|라좡|25.00000000000001|99.19099999999996|73.39399999999999|64.58449999999996|44.76349999999999|25.00000000000001|47|53|양꼬치|4.38|146|142
263|롤링파스타 건대지점|25.00000000000001|97.24399999999996|65.88899999999995|60.08699999999998|25.00000000000001|25.00000000000001|56|44|이탈리아음식|4.42|935|332
264|바나바나|83.20149999999997|98.60499999999996|75.70949999999996|75.23649999999996|58.229499999999966|25.00000000000001|55|45|떡볶이|4.21|240|636
265|복만루|77.3245|94.53749999999997|78.38799999999999|72.60899999999995|63.17299999999996|25.00000000000001|49|51|중식당|4.46|151|248
266|새마을39운동포차|54.38449999999996|90.40899999999998|84.42599999999997|82.18049999999995|71.07349999999997|70.40549999999996|45|55|술집|4.37|209|53
267|새맛식당|25.00000000000001|87.64149999999995|89.75499999999994|78.86999999999998|66.58399999999996|25.00000000000001|42|58|한식|4.49|161|75
268|서울230|11.764705882352953|52.24658823529412|30.81458823529412|17.37341176470589|14.573411764705885|11.764705882352953|49|51|카페,디저트|4.75|100|88
269|선남sea|25.00000000000001|74.65199999999997|83.64749999999995|90.5365|85.45949999999999|86.12199999999994|47|53|일식당|4.39|742|121
270|선명|25.00000000000001|96.799|78.836|69.27499999999995|56.5955|25.00000000000001|47|53|요리주점|4.88|40|15
271|설빙 건대지점|43.3550588235294|48.44611764705881|27.85152941176469|24.61223529411764|19.283294117647053|11.764705882352953|59|41|빙수|4.29|2716|497
272|순곱이네 건대점|11.764705882352953|49.208000000000006|35.966117647058816|22.12164705882353|16.680235294117654|11.764705882352953|51|49|찌개,전골|4.53|299|403
273|아무술집 건대점|11.764705882352953|52.24658823529412|30.81458823529412|17.37341176470589|14.573411764705885|11.764705882352953|49|51|맥주,호프|4.12|94|23
274|알촌 건국대점|11.764705882352953|47.3764705882353|31.72141176470589|20.543294117647047|11.764705882352953|11.764705882352953|53|47|퓨전음식|4.42|284|66
275|양밍위 황먼지 미판 건대본점|11.764705882352953|48.90352941176471|35.393882352941176|24.277411764705885|18.381882352941187|11.764705882352953|50|50|중식당|4.71|96|111
276|에스프레소 바 시 자양점|25.00000000000001|91.21099999999996|86.91699999999999|76.43100000000001|51.636999999999965|25.00000000000001|53|47|카페|4.41|374|33
277|연길왕꼬치 건대점|54.38449999999996|90.40899999999998|84.42599999999997|82.18049999999995|71.07349999999997|70.40549999999996|45|55|양꼬치|4.38|338|365
278|오감만족|25.00000000000001|93.89499999999995|88.07549999999993|74.68099999999997|50.15499999999998|25.00000000000001|48|52|한식|4.37|188|79
279|온달집 건대점|28.29176470588236|51.23129411764704|35.66117647058824|32.87105882352941|26.29388235294117|22.370823529411773|50|50|육류,고기요리|4.29|238|77
280|이름없는파스타 건대점|11.764705882352953|47.25482352941177|29.32|26.531764705882345|11.764705882352953|11.764705882352953|56|44|스파게티,파스타전문|4.32|458|136
281|일광|25.00000000000001|86.04249999999999|81.08749999999996|83.0345|81.25549999999996|88.99949999999997|50|50|이자카야|4.65|67|16
282|재즈라운지|11.764705882352953|48.57976470588235|37.68682352941176|26.16517647058824|16.96047058823529|11.764705882352953|51|49|와인|4.73|98|63
283|조선주막|25.00000000000001|93.89499999999995|88.07549999999993|74.68099999999997|50.15499999999998|25.00000000000001|48|52|술집|4.42|347|304
284|준성이네|25.00000000000001|86.50699999999996|92.80999999999996|79.97799999999997|54.47|25.00000000000001|51|49|중식당|4.86|244|33
