name|tenCen|twoCen|threeCen|fourCen|fiveCen|sixCen|womanRatio|manRatio|gubun|score|visitCount|blogCount
막걸리싸롱|45.312|78.40433333|45.881|41.44133333|38.99333333|32.098|51|49|전통,민속주점|4.14|110|501.0
모파상|40.62988235|51.17458824|36.18141176|27.08235294|18.74517647|11.76470588|63|37|카페,디저트|4.36|774|888.0
몽주방|55.12|78.59966667|51.27266667|36.34533333|27.962|23.265|53|47|요리주점|4.43|91|77.0
사쿠라테이엔 합정점|32.24166667|75.17933333|59.91433333|50.065|42.67666667|37.263|45|55|이자카야|4.85|141|112.0
스미비부타동|37.57811765|51.07741176|35.49788235|27.98258824|20.87905882|11.76470588|48|52|덮밥|4.44|861|774.0
슬로우타코|31.19176471|51.96752941|37.44494118|25.45270588|18.57341176|11.76470588|55|45|멕시코,남미음식|4.79|369|338.0
식스티즈|82.201|99.844|74.5055|67.667|52.985|46.5125|48|52|햄버거|4.59|282|167.0
심야식당 하스|11.76470588|52.47529412|40.79435294|23.48211765|16.90964706|14.56776471|49|51|이자카야|4.46|206|337.0
에일크루|25.0|99.1695|84.8425|76.8945|55.0055|25.0|52|48|맥주,호프|4.52|417|284.0
연교|10.29514286|40.45714286|23.68485714|14.89828571|9.912857143|3.758857143|55|45|딤섬,중식만두|4.49|916|891.0
연남주막1987|39.31333333|77.78166667|53.58133333|46.13166667|38.82|31.32166667|51|49|전통,민속주점|4.52|340|269.0
오리지널시카고피자 홍대본점|73.9125|99.2|78.7915|77.304|60.3905|25.0|54|46|피자|4.29|384|1220.0
오버트 합정|18.70141176|50.62988235|39.39764706|23.33952941|11.07670588|11.76470588|60|40|카페,디저트|4.44|86|81.0
오비야|43.248|98.607|58.938|32.439|17.737|16.738|53|47|일식당|4.19|209|459.0
오이지 연남|61.23166667|77.85633333|50.82133333|42.079|37.64466667|29.725|58|42|한식|4.48|145|142.0
우마담|20.17466667|76.00733333|62.41|36.862|28.315|21.92766667|48|52|육류,고기요리|4.55|336|464.0
이름없는파스타 연남점|42.40894118|48.76541176|33.59576471|27.90517647|21.41011765|21.11294118|59|41|스파게티,파스타전문|4.45|40|28.0
제스티살룬 연남|42.691|79.099|60.45233333|47.23766667|35.43766667|26.37166667|57|43|햄버거|4.58|1595|877.0
진저피그|39.20752941|52.82117647|37.92447059|32.03552941|24.45294118|20.56494118|44|56|돼지고기구이|4.6|1272|674.0
철길왕갈비살|25.0|79.204|91.9955|98.8875|72.157|65.0485|46|54|육류,고기요리|4.36|689|470.0
청년닭발1987|55.98966667|75.768|49.28266667|41.64233333|32.263|24.33166667|54|46|닭발|4.42|474|701.0
츠케루|69.348|98.6095|87.0475|64.6665|41.2595|35.002|47|53|일본식라면|4.62|1693|195.0
카와카츠 합정점|28.83364706|50.70847059|40.22611765|26.99129412|21.63811765|22.48494118|44|56|돈가스|4.81|271|221.0
카타코토카페|11.76470588|51.24470588|36.56094118|29.91435294|18.06752941|11.76470588|51|49|카레|4.52|298|287.0
카페 예능|50.11270588|50.69858824|25.79670588|17.52564706|10.93670588|11.76470588|68|32|카페,디저트|4.49|21|16.0
커피리브레 연남점|25.0|96.0545|91.27|84.945|71.7045|65.97|54|46|카페|4.43|664|744.0
키움초밥|21.42028571|38.60685714|14.636|10.70828571|7.684285714|3.333714286|48|52|초밥,롤|4.59|1073|1197.0
키친485|21.46971429|32.69342857|20.77342857|16.11514286|10.66085714|3.652|53|47|이탈리아음식|4.34|695|1040.0
트래블메이커|37.51223529|52.08941176|41.09505882|37.99411765|28.45176471|21.24141176|55|45|브런치|4.0|306|298.0
평안도 상원냉면|25.0|86.8495|88.057|83.668|75.929|84.959|38|62|냉면|4.48|315|163.0
핏제리아오 합정역점|39.653|82.18|65.505|56.554|42.797|39.117|55|45|피자|4.58|34|24.0
하연옥 마포점|45.793|95.089|91.601|88.735|81.958|78.844|49|51|냉면|4.33|957|267.0
합정조이떡볶이|37.40164706|48.15270588|42.07835294|35.25623529|22.83458824|15.04329412|60|40|떡볶이|4.38|413|82.0
헤이죠지|61.24366667|81.00633333|49.32266667|35.82033333|35.315|21.04333333|64|36|양식|4.44|330|454.0
혼가츠|47.33717647|50.98470588|34.972|32.62611765|25.42635294|21.01764706|48|52|돈가스|4.35|1034|1844.0
홍대씨부엉|42.71764706|49.30752941|36.33082353|39.08941176|30.10611765|21.46564706|51|49|떡볶이|4.51|537|916.0
홍스쭈꾸미 홍대본점|73.9125|99.2|78.7915|77.304|60.3905|25.0|54|46|주꾸미요리|4.44|1058|1835.0
황곱|11.76470588|51.24470588|36.56094118|29.91435294|18.06752941|11.76470588|51|49|곱창,막창,양|4.5|455|319.0
1989버거스탠드 연남|32.52517647|47.98517647|37.85411765|32.19882353|21.31647059|23.05647059|51|49|햄버거|4.82|290|568.0
JASE|56.06833333|86.84466667|38.00233333|30.74766667|24.237|19.06833333|54|46|바(BAR)|4.37|178|479.0
고망고 연남점|44.80070588|49.04941176|38.99435294|35.80541176|21.97952941|16.21105882|58|42|카페,디저트|4.48|2803|321.0
공상온도|43.76117647|51.39952941|32.70847059|22.96776471|15.62329412|11.76470588|59|41|카페,디저트|4.41|277|682.0
구공탄곱창 본점|56.62533333|76.78833333|49.91666667|37.97233333|28.609|21.83833333|51|49|곱창,막창,양|4.5|628|539.0
구스토타코|25.06682353|49.37835294|41.39176471|29.17811765|19.82847059|11.76470588|54|46|멕시코,남미음식|4.34|361|354.0
금성회관 합정본점|25.0|95.4525|89.374|83.082|69.571|68.901|44|56|한식|4.72|717|346.0
김씨육면|25.0|98.3055|79.845|68.8035|66.058|78.911|49|51|국수|4.65|389|270.0
깃털|11.76470588|50.47576471|39.08447059|27.70635294|17.62047059|11.76470588|45|55|바(BAR)|4.5|20|188.0
꽈페 홍대점|45.21011765|49.81105882|36.66964706|40.40705882|28.92282353|19.40305882|61|39|베이커리|4.48|419|229.0
남산호랭이|72.73833333|76.00033333|45.056|39.24866667|35.02133333|25.968|60|40|스파게티,파스타전문|4.76|789|445.0
돈주는남자 본점|55.20833333|82.81833333|54.42466667|44.22466667|41.20733333|33.49133333|43|57|돼지고기구이|4.62|324|516.0
동두천솥뚜껑삼겹살 합정점|28.96823529|52.31976471|38.23882353|28.52094118|24.76494118|20.09341176|47|53|돼지고기구이|4.46|459|368.0
동무밥상|48.1185|91.5685|90.3485|81.2905|79.2725|93.9815|42|58|이북음식|4.33|562|567.0
디어리스트 연남|72.592|80.23566667|49.26366667|39.88033333|36.48566667|30.04766667|58|42|양식|4.46|659|254.0
디퍼 루프탑|11.76470588|52.07082353|38.02941176|27.89011765|19.05482353|11.76470588|54|46|맥주,호프|4.5|386|282.0
따로집|11.76470588|49.61105882|42.18894118|20.72447059|16.31388235|11.76470588|48|52|전통,민속주점|4.79|70|85.0
루프탑 G 길리건스|40.12733333|90.66466667|50.56066667|38.74066667|30.168|23.50066667|52|48|바(BAR)|4.12|144|311.0
루프탑어반비치|52.642|93.89533333|50.75|35.325|25.92133333|23.07166667|59|41|바(BAR)|4.43|132|226.0
리밀커피&밀리|35.27694118|47.50517647|39.08894118|30.57882353|20.90635294|11.76470588|61|39|카페,디저트|4.76|218|231.0
멘야산다이메 본점|40.75411765|48.71247059|38.25717647|25.98470588|17.93294118|18.14776471|48|52|일본식라면|4.32|461|764.0
멘야하나비 합정점|36.32188235|50.77223529|38.83670588|24.33129412|17.78870588|14.88776471|54|46|일본식라면|4.48|229|353.0
모크|69.002|75.30666667|44.59266667|27.40166667|23.56833333|20.231|56|44|카페,디저트|4.6|378|246.0
무니|30.2755|98.043|91.668|76.5745|62.9645|42.689|49|51|이자카야|4.49|67|78.0
버거스올마이티 홍대점|36.66094118|47.96447059|38.37435294|33.54070588|22.76070588|11.76470588|46|54|햄버거|4.48|202|126.0
베어스덴베이커리|37.94941176|50.49482353|38.96164706|36.42141176|29.25011765|21.78|62|38|베이커리|4.46|423|519.0
부산집|11.76470588|50.80235294|41.91835294|31.58352941|22.05482353|20.75788235|48|52|오뎅,꼬치|4.42|274|276.0
샐러디 합정역점|33.68282353|50.01388235|38.06423529|25.73929412|16.88917647|11.76470588|65|35|다이어트,샐러드|4.43|1259|86.0
서교주담|12.145|76.57866667|55.782|35.39866667|25.354|20.70266667|55|45|요리주점|4.75|185|207.0
세상끝의라멘|42.83976471|50.69364706|38.74541176|25.89576471|17.25764706|16.01694118|46|54|일본식라면|4.55|579|664.0
수염|41.62117647|48.84917647|36.12658824|27.29576471|24.45435294|20.35811765|55|45|맥주,호프|4.58|145|148.0
스탠스커피|47.03176471|51.32047059|36.99952941|27.50470588|11.76470588|11.76470588|59|41|카페,디저트|4.48|196|690.0
야키토리 나루토 오모테나시|11.76470588|51.29082353|42.65058824|29.43341176|17.376|16.52894118|47|53|일식튀김,꼬치|5.0|101|114.0
어른이대공원|20.02|51.14305882|47.69835294|34.65317647|26.72988235|22.34494118|44|56|맥주,호프|4.26|296|260.0
에도마에텐동하마다 홍대점|63.80866667|75.53233333|48.602|37.324|27.58766667|26.247|49|51|일식당|4.41|547|351.0
연남쌀국수 똣|25.228|97.399|65.031|54.574|20.386|10.909|54|46|베트남음식|4.69|787|629.0
연남족발1987|25.0|98.1295|80.2465|76.0145|65.2825|58.542|47|53|족발,보쌈|4.36|230|442.0
오마카세 오사이초밥 홍대점|50.85466667|91.388|60.55966667|45.05|43.874|35.68133333|45|55|일식당|4.33|964|159.0
웃사브|17.322|94.886|69.949|59.494|52.47|34.41|55|45|인도음식|4.33|560|1274.0
윤씨밀방|38.828|48.99458824|36.53294118|32.42305882|26.07764706|22.16941176|54|46|스테이크,립|4.43|842|2226.0
이츠모라멘|47.62776471|52.52611765|37.33882353|24.79388235|16.50752941|15.70988235|47|53|일본식라면|4.48|401|452.0
이치류 홍대본점|20.02|51.14305882|47.69835294|34.65317647|26.72988235|22.34494118|44|56|양갈비|4.55|410|778.0
일편등심|19.10729412|49.45364706|45.35341176|41.08611765|33.55647059|26.53976471|39|61|소고기구이|4.66|959|658.0
정무관|17.04682353|49.68752941|43.58494118|37.22541176|32.48352941|25.59858824|46|54|일식당|4.55|260|640.0
치킨앤카레군|11.76470588|49.22564706|29.59388235|24.76117647|18.77623529|11.76470588|52|48|치킨,닭강정|4.58|947|547.0
캘리포니아 도넛 클럽 & 비라티오 홍대점|38.75670588|52.62282353|41.07835294|34.89576471|23.38776471|16.40329412|60|40|카페,디저트|4.52|1707|730.0
커피 벌스데이|62.559|76.14033333|42.60333333|26.69666667|19.31466667|16.66666667|64|36|카페,디저트|4.62|176|139.0
테이커테이블|41.62117647|48.84917647|36.12658824|27.29576471|24.45435294|20.35811765|55|45|이탈리아음식|4.97|322|161.0
포36거리 홍대점|20.02|51.14305882|47.69835294|34.65317647|26.72988235|22.34494118|44|56|베트남음식|4.54|332|696.0
EGO|44.47858824|50.27058824|37.09835294|23.72776471|15.94635294|11.76470588|61|39|카페,디저트|4.59|410|187.0
13-Jul|36.23011765|51.17011765|39.43482353|23.216|27.25529412|14.54211765|52|48|스테이크,립|4.47|186|56.0
umoae|11.76470588|48.84447059|33.74658824|11.76470588|11.76470588|11.76470588|61|39|카페,디저트|4.74|237|210.0
계담다|11.76470588|52.336|40.336|32.40870588|25.81341176|24.19270588|52|48|요리주점|4.42|314|295.0
고시고시|31.55505882|51.81764706|37.85835294|27.85247059|24.54423529|11.76470588|57|43|퓨전음식|4.52|381|465.0
광명대창집 홍대점|25.13811765|50.15247059|37.25882353|29.28188235|22.70988235|13.55882353|49|51|곱창,막창,양|4.73|338|61.0
그동네떡볶이|44.00752941|47.70564706|35.92494118|27.77435294|18.62517647|11.76470588|60|40|종합분식|4.52|872|551.0
너구리베이글 합정점|33.58964706|47.33717647|29.92094118|26.75294118|12.43835294|11.76470588|63|37|베이커리|4.47|127|63.0
더다이닝랩|25.59764706|48.06917647|41.78470588|27.91694118|21.37223529|11.76470588|50|50|양식|4.5|2395|901.0
더피자보이즈 합정본점|40.08870588|52.34211765|34.66541176|22.20211765|15.32611765|11.76470588|52|48|피자|4.54|344|564.0
도 도넛|42.27976471|51.39458824|34.10611765|24.22941176|15.49670588|15.45976471|63|37|도넛|4.73|59|40.0
돼지명가|37.85223529|48.61670588|36.65623529|27.74894118|23.50494118|11.76470588|49|51|육류,고기요리|4.56|337|205.0
리차드하우스 연남|33.54494118|49.45811765|34.104|25.78611765|17.43176471|11.76470588|60|40|양식|4.42|21|12.0
마가렛리버|31.52329412|49.95011765|39.42211765|27.28447059|19.64988235|11.76470588|61|39|베이커리|4.43|608|613.0
마녀주방 홍대점|52.52282353|45.83435294|25.928|34.61741176|18.90141176|11.76470588|59|41|이탈리아음식|4.47|1357|1468.0
마레스타|43.41317647|47.51317647|38.31576471|32.06282353|24.80682353|11.76470588|55|45|양식|4.51|417|364.0
맛깔1987|11.76470588|49.67694118|39.53341176|33.43058824|27.13482353|22.31552941|48|52|생선회|4.46|222|196.0
멘타카무쇼|60.134|98.613|88.7135|55.371|32.457|25.0|43|57|일본식라면|4.61|285|124.0
모멘트커피 2호점|45.99835294|50.44|31.53529412|23.84823529|16.33694118|11.76470588|66|34|카페|4.43|349|946.0
목로관|25.0|96.3665|82.2025|74.907|60.8205|25.0|45|55|육류,고기요리|4.3|506|178.0
미티|11.76470588|48.46894118|42.10941176|19.49929412|9.963294118|11.76470588|49|51|요리주점|4.93|276|94.0
바스버거 연남점|25.0|99.522|80.6765|65.5245|45.6895|25.0|54|46|햄버거|4.56|703|415.0
보르도|60.134|98.613|88.7135|55.371|32.457|25.0|43|57|양식|4.65|92|51.0
블랑누아|11.76470588|47.57835294|38.648|28.12870588|18.23929412|11.76470588|56|44|와인|4.61|626|358.0
산더미불고기|60.134|98.613|88.7135|55.371|32.457|25.0|43|57|육류,고기요리|4.65|872|687.0
소고산제일루|35.84352941|49.32917647|38.212|30.03505882|22.66376471|21.09247059|52|48|중식당|4.33|392|468.0
심야식당밤|11.76470588|51.08376471|38.17929412|27.69294118|18.00376471|15.13858824|49|51|이자카야|4.79|128|117.0
심플리타이 합정점|25.0|95.8285|90.6485|73.9035|58.207|25.0|54|46|태국음식|4.43|538|397.0
연남어부|11.76470588|50.10752941|39.46423529|33.42917647|28.67294118|24.184|49|51|생선회|4.49|201|227.0
오맥|21.07905882|49.42070588|31.45317647|25.10611765|23.05317647|11.76470588|52|48|맥주,호프|4.47|25|15.0
육몽 홍대본점|54.35966667|76.173|53.06733333|46.406|39.89166667|33.25666667|46|54|돼지고기구이|4.72|1172|1081.0
이가산시도삭면|25.0|84.5825|82.255|81.625|61.976|57.166|49|51|중식당|4.93|45|25.0
이리에라멘|28.98588235|48.90823529|41.84423529|26.99247059|15.39176471|11.76470588|42|58|일본식라면|4.67|197|116.0
이양권반상|58.84466667|75.08733333|49.86833333|38.84566667|33.16433333|27.97233333|53|47|한식|5.0|199|113.0
저스트단비 홍대점|33.58964706|47.33717647|29.92094118|26.75294118|12.43835294|11.76470588|63|37|크레페|4.47|20|14.0
젤라띠젤라띠|41.52305882|51.40705882|39.904|32.53176471|24.07929412|21.15623529|56|44|아이스크림|4.56|1011|1115.0
조용한저녁|11.76470588|48.92376471|40.24988235|25.69364706|19.64823529|11.76470588|54|46|양식|4.83|2502|345.0
지로우 라멘|45.21929412|51.83764706|36.03341176|23.19764706|15.52188235|13.36023529|48|52|일식당|4.47|671|725.0
참치가|25.0|85.5585|83.2995|79.7085|72.989|25.0|42|58|일식당|4.27|132|264.0
카츠오모이 홍대점|40.36611765|48.96917647|36.01529412|29.23929412|24.93247059|11.76470588|50|50|돈가스|4.58|371|187.0
쿠시노주방|38.27333333|82.09933333|50.08266667|34.53|27.04333333|22.12|53|47|이자카야|4.41|372|555.0
타프|11.76470588|52.248|41.45552941|20.30588235|16.84117647|26.13976471|66|34|와인|4.65|112|170.0
튜토리얼|77.51733333|74.952|37.83266667|31.69833333|23.92833333|16.66666667|65|35|카페|4.67|147|441.0
팔로피자|32.86494118|47.76988235|40.54752941|30.76258824|24.92823529|24.84588235|51|49|피자|4.47|549|962.0
포포브레드|61.661|92.99|80.974|78.296|66.99|25.0|66|34|베이커리|4.75|147|183.0
합정광안리|16.66666667|77.803|55.86266667|36.76866667|28.35033333|23.33133333|48|52|생선회|4.47|354|652.0
홍대원조통골뱅이|25.0|83.4395|82.186|91.2235|49.38|25.0|46|54|한식|4.56|42|61.0
홍콩포차|11.76470588|50.72988235|25.55152941|23.42870588|11.34541176|11.76470588|52|48|요리주점|4.51|10|18.0
후라토식당 상수직영점|45.10352941|52.25835294|31.65529412|25.35835294|20.49482353|11.76470588|53|47|일식당|4.71|1111|328.0
히츠지야|20.99552941|51.38611765|42.89858824|29.33176471|20.26776471|17.20658824|44|56|일식당|4.82|834|334.0
219레스토랑|50.56094118|50.84635294|33.35341176|27.25552941|22.28729412|17.64635294|58|42|스파게티,파스타전문|4.59|689|303.0
798화로|11.76470588|47.15905882|41.26447059|36.31176471|27.08682353|11.76470588|42|58|소고기구이|4.72|175|609.0
Bread rum|25.0|98.1835|85.9155|69.854|50.9615|25.0|66|34|베이커리|4.72|401|166.0
가메스시|47.331|98.863|53.445|45.673|37.644|30.146|47|53|초밥,롤|4.69|106|77.0
공미학 마포홍대점|49.33011765|51.42917647|31.07058824|24.81717647|18.75223529|11.76470588|58|42|카페,디저트|4.6|708|385.0
공중도시|91.53466667|75.61666667|27.863|27.25266667|24.313|20.482|73|27|카페|4.68|131|161.0
다레젤라또 연남점|36.68894118|48.91011765|31.25223529|22.77811765|25.56305882|11.76470588|53|47|아이스크림|4.55|78|30.0
다운타우너 연남|29.34870588|50.66164706|41.844|35.67505882|24.76|18.44|56|44|양식|4.55|671|224.0
동교해물|25.0|84.167|93.3765|96.6545|93.18|79.225|56|44|해물,생선요리|4.52|93|99.0
동차밥|35.81552941|52.17317647|32.09929412|21.32494118|17.68070588|11.76470588|61|39|일식당|4.6|513|738.0
또보겠지떡볶이집호호피크닉점|32.90117647|49.02988235|42.67670588|31.81035294|16.89647059|11.76470588|63|37|떡볶이|4.57|752|454.0
랑빠스81|25.0|91.51|93.052|79.093|63.673|55.926|49|51|프랑스음식|4.49|237|283.0
로운 샤브샤브 홍대점|49.33011765|51.42917647|31.07058824|24.81717647|18.75223529|11.76470588|58|42|샤브샤브|4.21|2281|849.0
모리츠플라츠|11.76470588|48.37294118|36.30329412|25.02211765|18.55905882|11.76470588|58|42|카페|4.42|272|572.0
물고기초밥|11.76470588|49.01482353|38.46517647|28.04776471|21.44517647|11.76470588|50|50|초밥,롤|4.55|297|688.0
미로식당|27.95294118|52.16047059|37.68447059|28.60588235|20.43458824|20.42870588|48|52|한식|4.45|49|236.0
미장플라쎄|37.04094118|50.88070588|39.32447059|33.47458824|29.57694118|25.45388235|55|45|이탈리아음식|4.88|379|724.0
박용석스시|11.69028571|29.76771429|16.19885714|12.39228571|6.882285714|7.637714286|49|51|초밥,롤|4.16|408|535.0
배떼기곱창 홍대점|44.88376471|50.31058824|29.99011765|25.47105882|21.36211765|20.17011765|55|45|곱창,막창,양|4.4|356|765.0
보승회관 홍대직영점|32.13788235|47.55223529|37.00164706|30.31082353|24.18988235|11.76470588|47|53|국밥|4.34|797|357.0
비스트로주라|43.40305882|51.07247059|26.99247059|23.28894118|19.76517647|11.76470588|62|38|스파게티,파스타전문|4.61|585|656.0
사카바 토리야|18.295|76.991|59.98366667|39.314|24.34866667|22.34833333|46|54|이자카야|4.49|107|55.0
상수동 카스티야|76.744|99.514|88.287|83.924|63.542|52.2715|59|41|베이커리|4.38|370|401.0
샐러드 브라더스|11.76470588|48.71129412|34.39317647|24.49576471|18.86988235|11.76470588|63|37|다이어트,샐러드|4.52|324|232.0
서플라이디팟 루프탑|30.765|85.2|48.04366667|30.96466667|21.916|17.45866667|51|49|맥주,호프|4.85|311|229.0
손오공마라탕 동교동점|50.04094118|51.30141176|29.22329412|26.76941176|19.18023529|15.82470588|62|38|중식당|4.47|1676|424.0
신주양꼬치 홍대점|27.95294118|52.16047059|37.68447059|28.60588235|20.43458824|20.42870588|48|52|양꼬치|4.58|195|853.0
심양 홍대점|15.22658824|49.27529412|40.87435294|28.13388235|17.15011765|11.76470588|49|51|양꼬치|4.51|160|421.0
아웃나우 홍대|45.10141176|48.41270588|34.73858824|33.98988235|24.09623529|18.90964706|51|49|퓨전음식|4.58|431|99.0
안녕파스타씨|51.40823529|51.28329412|27.25717647|26.81223529|19.17764706|18.22588235|57|43|스파게티,파스타전문|4.24|252|1001.0
알디프 티 바|51.14166667|77.34133333|50.877|28.744|24.744|16.817|65|35|홍차전문점|4.82|2863|375.0
어리라운지|37.52566667|77.25633333|35.529|24.796|19.78433333|16.66666667|53|47|바(BAR)|4.78|96|172.0
연남다방|41.28941176|50.34258824|33.75694118|21.20635294|14.50023529|11.76470588|60|40|카페,디저트|4.44|501|251.0
연어롭다|54.618|80.084|47.733|36.24633333|30.29766667|24.182|57|43|일식당|4.57|923|1646.0
윤서울|42.681|98.901|93.2115|77.93|68.097|67.816|42|58|한식|4.8|25|71.0
이미커피|31.71741176|50.07764706|41.08870588|28.98023529|20.59082353|16.29858824|58|42|카페,디저트|4.76|162|244.0
제임스시카고피자 홍대본점|41.07858824|50.24023529|36.74141176|34.08564706|23.224|19.26211765|50|50|피자|4.49|1425|761.0
조선시대|16.66666667|81.09366667|45.32|34.97133333|27.7|22.823|52|48|요리주점|4.4|438|407.0
지하102호|11.76470588|48.25223529|39.94023529|24.63741176|14.75858824|11.76470588|50|50|이자카야|4.73|144|369.0
차차티클럽 연남|35.56141176|49.71011765|39.85176471|29.132|22.70588235|11.76470588|61|39|카페,디저트|4.47|27|196.0
터틀힙|56.637|78.67533333|52.62366667|31.862|24.44133333|20.31266667|62|38|카페,디저트|4.42|150|798.0
토라비|41.01082353|48.81670588|31.67317647|25.10964706|18.24258824|11.76470588|64|36|카페|4.58|216|419.0
플랜트 연남점|35.79766667|75.66166667|55.95866667|37.49633333|26.74|20.126|70|30|샌드위치|4.43|243|169.0
한림돈가 서교직영점|35.28470588|48.95576471|39.07082353|30.33341176|24.02188235|18.93011765|49|51|돼지고기구이|4.52|271|561.0
혼신꼬치|11.76470588|47.47105882|38.20376471|30.16094118|21.43082353|24.44329412|52|48|일식튀김,꼬치|4.37|287|246.0
홍대 조폭 떡볶이|41.87788235|47.49952941|41.34447059|41.63929412|24.65811765|18.78023529|52|48|떡볶이|4.34|1401|952.0
홍대공감|31.01166667|81.91|51.587|38.51166667|29.024|23.11433333|47|53|이자카야|4.88|252|202.0
홍마떡 홍대본점|45.81623529|51.04352941|34.47929412|31.30117647|21.65929412|16.94|57|43|떡볶이|4.41|1132|1411.0
후통|45.28964706|50.89317647|33.59552941|29.09411765|24.82447059|23.30164706|53|47|중식당|4.39|205|271.0
훌리오 홍대점|60.981|98.1885|85.5645|70.374|51.883|25.0|53|47|멕시코,남미음식|4.42|896|1161.0
Bowl Room|46.209|76.258|56.904|35.17733333|27.015|22.413|68|32|다이어트,샐러드|4.53|646|729.0
C27 가로수길점|41.59835294|50.55247059|38.52988235|32.41105882|23.70682353|11.76470588|55|45|카페|4.27|2152|1750.0
ING|17.72766667|93.05533333|59.27133333|32.73233333|27.44966667|23.39633333|53|47|요리주점|4.22|100|284.0
Just Steak|21.15670588|50.67764706|45.97223529|37.41270588|31.89105882|29.09294118|47|53|스테이크,립|4.34|671|321.0
Lu307 이자카야|11.76470588|49.77905882|40.86047059|28.42164706|21.85035294|16.22964706|49|51|이자카야|4.82|272|197.0
PEACH|23.45458824|52.55247059|47.60658824|35.89905882|24.06447059|20.99835294|64|36|브런치|4.41|279|198.0
SADDLER HAUS|60.93366667|88.02|62.40266667|46.95833333|35.641|26.998|63|37|와플|4.55|2569|4998.0
UPPERWEST|25.0|96.556|89.5575|75.0405|55.0655|25.0|59|41|양식|4.45|324|283.0
감성타코 가로수길점|41.25670588|49.66964706|35.75623529|33.35011765|25.69905882|11.76470588|54|46|멕시코,남미음식|4.42|966|872.0
감성타코 신사점|58.13233333|76.60666667|55.80766667|47.96266667|40.16866667|32.707|54|46|멕시코,남미음식|4.44|1555|984.0
갓잇 도산공원점|11.76470588|49.33882353|41.20611765|34.30964706|26.37058824|20.15764706|60|40|멕시코,남미음식|4.62|619|1053.0
갓포 히미츠 X 뱅가드 하이파이 뮤직 라운지|8.053428571|40.07028571|29.092|18.612|5.100285714|3.958857143|33|67|이자카야|4.52|364|76.0
갓포아키 도산공원점|28.43317647|48.89694118|36.90517647|23.908|17.51341176|11.76470588|53|47|일식당|4.52|602|122.0
강남면옥 본점|30.1105|83.354|92.7675|90.7865|81.7635|85.9875|47|53|냉면|4.28|649|1216.0
강서면옥 압구정점|33.21152941|49.59811765|41.61811765|35.18188235|27.56094118|22.67694118|62|38|냉면|4.31|464|608.0
고트델리 압구정|18.19105882|50.83952941|44.17694118|34.32329412|25.26588235|21.68611765|62|38|샌드위치|4.62|461|607.0
골드피쉬 딤섬퀴진|38.9605|98.106|94.0045|81.8575|86.0845|83.135|55|45|중식당|4.55|601|515.0
그랑씨엘|62.293|97.948|94.777|77.4475|55.9175|50.6345|58|42|이탈리아음식|4.18|525|88.0
길버트버거앤프라이즈|31.40094118|48.58870588|39.50117647|34.59552941|27.75976471|11.76470588|50|50|햄버거|4.49|772|520.0
김북순큰남비집 신사본점|10.258|83.75|77.226|68.151|41.186|25.038|50|50|한식|4.47|422|775.0
까폼|30.49033333|81.23966667|72.14766667|55.33666667|41.46733333|36.028|55|45|태국음식|4.52|1228|1405.0
꽁티드툴레아|25.191|76.96433333|55.82933333|32.52066667|25.34666667|9.893666667|72|28|브런치||2421|2671.0
나따오비까 신사점|70.7545|99.796|86.0805|75.9645|60.7685|51.627|60|40|카페,디저트|4.31|429|511.0
네기다이닝라운지|25.0|95.7075|99.7335|83.2405|65.663|56.5265|51|49|일식당|4.62|435|137.0
노모어피자|36.82729412|49.91976471|39.48611765|29.24494118|23.04023529|11.76470588|56|44|양식|4.75|1048|1166.0
누데이크 하우스 도산|66.0585|82.427|50.45475|38.318|35.75925|24.968|64|36|카페,디저트|4.42|1449|1085.0
뉴만두집|23.54533333|69.313|74.358|74.55033333|76.35|67.63466667|55|45|만두|4.36|694|958.0
뉴욕라츠오베이글스|32.32823529|52.90258824|44.84494118|37.52117647|30.59341176|24.76941176|63|37|베이글|4.53|543|1324.0
다운타우너 청담|61.061|89.86533333|65.70866667|45.045|36.11366667|31.18|54|46|햄버거|4.61|2813|3039.0
다이닝 목로|11.76470588|52.23764706|41.52329412|30.95364706|16.89317647|11.76470588|61|39|요리주점|4.65|546|388.0
다이칸야마키친|38.85741176|50.86611765|36.66023529|32.67835294|24.00282353|20.22023529|50|50|덮밥|4.36|1188|914.0
달래해장|6.190666667|68.96266667|77.41766667|69.704|54.83866667|45.349|39|61|한식|4.43|207|289.0
달마시안|44.61666667|86.65233333|74.553|63.77166667|48.00933333|33.566|72|28|양식|4.46|924|662.0
닭으로가 압구정본점|75.2465|96.4065|88.3055|76.0805|56.3085|54.59|54|46|닭갈비|4.45|602|685.0
당옥|6.514|29.15285714|20.68628571|12.53285714|8.876|11.16371429|50|50|카페,디저트|4.32|369|363.0
대막|32.928|82.738|63.57966667|41.72866667|35.72566667|28.84966667|58|42|일식당|4.43|1435|844.0
대봉집 신사본점|28.30588235|49.804|41.93694118|34.00658824|24.108|17.98564706|49|51|육류,고기요리|4.45|485|353.0
더 키친 일뽀르노 청담점|39.673|88.113|98.011|90.4695|82.2855|76.6895|53|47|이탈리아음식|4.41|129|274.0
더페이머스버거 신사점|62.25666667|78.577|55.14433333|42.98033333|31.14966667|24.25533333|52|48|햄버거|4.45|620|675.0
더페이머스버거 압구정점|62.97466667|82.54433333|58.966|46.37566667|33.56766667|26.32233333|53|47|햄버거|4.69|242|742.0
